n,Simple_Multiplication
9750,1996702510
9751,1997112071
9752,1997521674
9753,1997931319
9754,1998341006
9755,1998750735
9756,1999160503
9757,1999570319
9758,1999980174
9759,2000390071
9760,2000800007
9761,2001209991
9762,2001620014
9763,2002030079
9764,2002440186
9765,2002850335
9766,2003260526
9767,2003670759
9768,2004081034
9769,2004491351
9770,2004901710
9771,2005312111
9772,2005722554
9773,2006133039
9774,2006543566
9775,2006954135
9776,2007364746
9777,2007775399
9778,2008186094
9779,2008596831
9780,2009007610
9781,2009418431
9782,2009829294
9783,2010240199
9784,2010651146
9785,2011062135
9786,2011473166
9787,2011884236
9788,2012295351
9789,2012706511
9790,2013117707
9791,2013528951
9792,2013940234
9793,2014351559
9794,2014762926
9795,2015174335
9796,2015585786
9797,2015997279
9798,2016408814
9799,2016820391
9800,2017232010
9801,2017643671
9802,2018055374
9803,2018467119
9804,2018878906
9805,2019290735
9806,2019702606
9807,2020114519
9808,2020526474
9809,2020938471
9810,2021350510
9811,2021762591
9812,2022174714
9813,2022586879
9814,2022999086
9815,2023411332
9816,2023823626
9817,2024235959
9818,2024648334
9819,2025060751
9820,2025473210
9821,2025885711
9822,2026298251
9823,2026710836
9824,2027123466
9825,2027536135
9826,2027948846
9827,2028361599
9828,2028774391
9829,2029187231
9830,2029600110
9831,2030013028
9832,2030425994
9833,2030838999
9834,2031252046
9835,2031665135
9836,2032078266
9837,2032491439
9838,2032904654
9839,2033317911
9840,2033731210
9841,2034144551
9842,2034557934
9843,2034971359
9844,2035384826
9845,2035798332
9846,2036211886
9847,2036625479
9848,2037039114
9849,2037452791
9850,2037866510
9851,2038280271
9852,2038694074
9853,2039107919
9854,2039521806
9855,2039935732
9856,2040349706
9857,2040763719
9858,2041177771
9859,2041591871
9860,2042006010
9861,2042420191
9862,2042834414
9863,2043248679
9864,2043662986
9865,2044077335
9866,2044491726
9867,2044906159
9868,2045320631
9869,2045735151
9870,2046149707
9871,2046564311
9872,2046978954
9873,2047393639
9874,2047808366
9875,2048223135
9876,2048637946
9877,2049052799
9878,2049467694
9879,2049882631
9880,2050297607
9881,2050712631
9882,2051127694
9883,2051542799
9884,2051957946
9885,2052373135
9886,2052788366
9887,2053203639
9888,2053618954
9889,2054034311
9890,2054449707
9891,2054865151
9892,2055280634
9893,2055696159
9894,2056111726
9895,2056527332
9896,2056942986
9897,2057358679
9898,2057774411
9899,2058190191
9900,2058606010
9901,2059021871
9902,2059437771
9903,2059853719
9904,2060269706
9905,2060685735
9906,2061101806
9907,2061517916
9908,2061934074
9909,2062350271
9910,2062766510
9911,2063182791
9912,2063599114
9913,2064015479
9914,2064431886
9915,2064848335
9916,2065264826
9917,2065681359
9918,2066097934
9919,2066514548
9920,2066931210
9921,2067347911
9922,2067764654
9923,2068181439
9924,2068598266
9925,2069015135
9926,2069432046
9927,2069848999
9928,2070265994
9929,2070683031
9930,2071100110
9931,2071517231
9932,2071934394
9933,2072351599
9934,2072768846
9935,2073186132
9936,2073603466
9937,2074020839
9938,2074438251
9939,2074855711
9940,2075273210
9941,2075690751
9942,2076108334
9943,2076525959
9944,2076943626
9945,2077361335
9946,2077779086
9947,2078196876
9948,2078614714
9949,2079032588
9950,2079450510
9951,2079868471
9952,2080286474
9953,2080704519
9954,2081122606
9955,2081540735
9956,2081958906
9957,2082377119
9958,2082795374
9959,2083213671
9960,2083632010
9961,2084050391
9962,2084468814
9963,2084887276
9964,2085305786
9965,2085724335
9966,2086142923
9967,2086561556
9968,2086980234
9969,2087398948
9970,2087817710
9971,2088236511
9972,2088655351
9973,2089074239
9974,2089493166
9975,2089912135
9976,2090331146
9977,2090750199
9978,2091169294
9979,2091588431
9980,2092007610
9981,2092426831
9982,2092846094
9983,2093265399
9984,2093684746
9985,2094104135
9986,2094523566
9987,2094943039
9988,2095362554
9989,2095782111
9990,2096201710
9991,2096621351
9992,2097041034
9993,2097460756
9994,2097880526
9995,2098300335
9996,2098720186
9997,2099140079
9998,2099560014
9999,2099979991
10000,2100400010
